Metric,Mean,Width,Min,Max,Autocorr
S_CheckIn,104.6858818653004,0.08038283873358282,104.60549902656682,104.76626470403399,0.15408938728051658
S_Recupero,125.3237537853853,0.07262482204436693,125.25112896334095,125.39637860742967,-0.1648083825545941
S_TraceDetection,61.49861444061135,0.12018264770984848,61.3784317929015,61.618797088321195,-0.05865453421078029
S_Varchi,13.537885542198339,0.007256742450761783,13.530628799747577,13.545142284649101,-0.03767347917087233
S_XRay,49.73477531602209,0.03643848654637191,49.698336829475714,49.77121380256846,-0.013219423285583353
SystemResponseTime_Success,3073.1745577912257,119.74606995362115,2953.4284878376047,3192.9206277448466,0.010813738990346863
Tq_CheckIn,4.0731345114693145,0.14724449246604332,3.9258900190032713,4.220379003935358,-0.014588230905802305
Tq_Recupero,0.0,0.0,0.0,0.0,0.0
Tq_TraceDetection,86.71067448734108,3.873054936969345,82.83761955037174,90.58372942431042,-0.12617724790262874
Tq_Varchi,2.8923107457757817,0.010759591905471435,2.8815511538703102,2.903070337681253,-0.032689172874621815
Tq_XRay,2824.6949359343976,119.67531634470325,2705.0196195896942,2944.370252279101,0.010388723416092229
Ts_CheckIn,108.7590163767697,0.175328701247346,108.58368767552234,108.93434507801705,0.10551492196467382
Ts_Recupero,125.3237537853853,0.07262482204436693,125.25112896334095,125.39637860742967,-0.1648083825545941
Ts_TraceDetection,148.20928892795243,3.908847249606819,144.3004416783456,152.11813617755925,-0.12805976937138042
Ts_Varchi,16.430196287974123,0.014042695458280857,16.416153592515844,16.444238983432403,-0.01677376876221144
Ts_XRay,2874.4297112504187,119.68410870774314,2754.7456025426754,2994.113819958162,0.010424980481385219
