Metric,Mean,Width,Min,Max,Autocorr
Nq_CheckIn,0.20026741492931138,0.0075705032377379085,0.19269691169157346,0.2078379181670493,-0.024528580617501305
Nq_Recupero,0.0,0.0,0.0,0.0,0.0
Nq_TraceDetection,1.0447255217349563,0.0525222714263029,0.9922032503086533,1.0972477931612592,-0.1379037505992069
Nq_Varchi,0.3671644858026294,0.0018616485384053655,0.365302837264224,0.36902613434103476,0.011022629054717363
Nq_XRay,336.9987226180617,14.304101344525002,322.6946212735367,351.30282396258673,0.007439384084252717
Ns_CheckIn,5.3427115229669635,0.022656668221093784,5.3200548547458695,5.3653681911880575,-0.11706249136405468
Ns_Recupero,14.93141185105989,0.020630789594489565,14.9107810614654,14.95204264065438,-0.2356833774218685
Ns_TraceDetection,1.7832726167248942,0.05686207472738489,1.7264105419975093,1.8401346914522791,-0.14271093136404006
Ns_Varchi,2.0856249577540305,0.005160593344081183,2.0804643644099494,2.0907855510981115,0.02481602247532376
Ns_XRay,342.9320276839738,14.30560890105737,328.6264187829164,357.23763658503117,0.00742659025082708
X_CheckIn,5.142444108037651,0.0175385880005418,5.124905520037109,5.159982696038193,-0.15023127056038138
X_Recupero,14.93141185105989,0.020630789594489565,14.9107810614654,14.95204264065438,-0.2356833774218685
X_TraceDetection,0.738547094989938,0.005555040123417155,0.7329920548665209,0.7441021351133551,-0.11916971334897913
X_Varchi,1.7184604719513996,0.0035609626945814665,1.7148995092568182,1.722021434645981,0.00740226601352149
X_XRay,5.93330506591217,0.0056797824607506585,5.927625283451419,5.938984848372921,-0.08233368259028068
