Metric,Mean,Width,Min,Max,Autocorr
S_CheckIn,119.62974586012871,0.13791094685494895,119.49183491327376,119.76765680698365,-0.14010535597767362
S_Recupero,119.86658875748567,0.062238853725157285,119.80434990376051,119.92882761121083,0.08107823135813126
S_TraceDetection,59.83001763557402,0.1315508927176163,59.698466742856404,59.96156852829164,-0.15247942995823774
S_Varchi,18.81565072555628,0.017497519293256224,18.798153206263024,18.83314824484954,-0.001766057222667871
S_XRay,51.06052490347621,0.03085197178887975,51.02967293168733,51.091376875265084,0.11425127178338002
SystemResponseTime_Success,2972.0788676061434,103.96122174687854,2868.117645859265,3076.040089353022,0.07715997186705245
Tq_CheckIn,10.390779257701741,0.46793101859083075,9.92284823911091,10.858710276292571,0.09276655713115044
Tq_Recupero,0.0,0.0,0.0,0.0,0.0
Tq_TraceDetection,68.07727102140774,3.1423578202646283,64.9349132011431,71.21962884167237,0.030295592625513047
Tq_Varchi,1.7819397263904655,0.03470149601882757,1.7472382303716378,1.8166412224092932,0.0850162467782865
Tq_XRay,2717.3985509647723,103.8668048234265,2613.5317461413456,2821.265355788199,0.07719233003770544
Ts_CheckIn,130.02052511783043,0.506224777252642,129.5143003405778,130.52674989508307,0.11689159504300788
Ts_Recupero,119.86658875748567,0.062238853725157285,119.80434990376051,119.92882761121083,0.08107823135813126
Ts_TraceDetection,127.90728865698176,3.173391431729378,124.73389722525238,131.08068008871115,0.027264641435359158
Ts_Varchi,20.59759045194676,0.04280024698091177,20.55479020496585,20.64039069892767,0.07337995209912426
Ts_XRay,2768.459075868248,103.87034192887657,2664.588733939371,2872.3294177971247,0.0771949835191754
