Metric,Mean,Width,Min,Max,Autocorr
Nq_CheckIn,0.5112584233965273,0.02461362079251089,0.4866448026040164,0.5358720441890381,0.07323498186660803
Nq_Recupero,0.0,0.0,0.0,0.0,0.0
Nq_TraceDetection,0.8033995424705137,0.0417674357498855,0.7616321067206282,0.8451669782203992,0.04061404936452012
Nq_Varchi,0.2262473291619461,0.004779342087167958,0.22146798707477813,0.23102667124911405,0.08260801354451229
Nq_XRay,318.61302632355836,12.165287837139307,306.44773848641904,330.7783141606977,0.07618735893500922
Ns_CheckIn,6.384689105567065,0.04882031422055042,6.335868791346515,6.433509419787615,-0.03960858124861417
Ns_Recupero,14.015745445259723,0.011812435336626539,14.003933009923097,14.02755788059635,0.05182505662106796
Ns_TraceDetection,1.507304678572975,0.04572903909048611,1.4615756394824888,1.553033717663461,0.04581352899841898
Ns_Varchi,2.6140963379744098,0.01062974455804402,2.603466593416366,2.6247260825324537,0.07689443759592247
Ns_XRay,324.6000131519037,12.165358263124658,312.43465488877905,336.7653714150283,0.07617173114797007
X_CheckIn,5.873430682170536,0.027980355266080576,5.845450326904455,5.901411037436617,-0.11989063455228953
X_Recupero,0.0,0.0,0.0,0.0,0.0
X_TraceDetection,0.703905136102461,0.005506437923405839,0.6983986981790551,0.7094115740258669,0.09648412868392331
X_Varchi,2.387849008812465,0.006734703928608999,2.381114304883856,2.394583712741074,0.06825283220499893
X_XRay,5.986986828345414,0.0012691423423735815,5.985717686003041,5.988255970687788,0.08163884024196905
