Metric,Mean,Width,Min,Max,Autocorr
Nq_CheckIn,0.5113860984111682,0.024629402326075977,0.48675669608509226,0.5360155007372442,0.0728641885931642
Nq_FastTrack,0.2624728950413918,0.007516212680409867,0.25495668236098196,0.2699891077218017,-0.09273474581814892
Nq_Recupero,0.0,0.0,0.0,0.0,0.0
Nq_TraceDetection,0.06815384983060395,0.002690275104176038,0.06546357472642791,0.07084412493477998,-0.07158747494143874
Nq_Varchi,0.22626613486396516,0.004775594366401714,0.22149054049756345,0.23104172923036687,0.0822950872667857
Nq_XRay,0.4542774112481442,0.01634579235708804,0.43793161889105614,0.47062320360523224,0.1394296052254665
Ns_CheckIn,6.385065741043382,0.04885988808051981,6.336205852962863,6.433925629123902,-0.04076978900918737
Ns_FastTrack,2.048213178024673,0.012484320290819063,2.035728857733854,2.0606974983154918,-0.08147530777623108
Ns_Recupero,15.169146343090166,0.042495535009096516,15.126650808081068,15.211641878099263,0.08595641940784493
Ns_TraceDetection,0.8307290427839338,0.008257226148246226,0.8224718166356876,0.83898626893218,0.15863088900058306
Ns_Varchi,2.614209494239044,0.0105959531571472,2.603613541081897,2.6248054473961915,0.07341584222672566
Ns_XRay,4.791957823364336,0.029419145846757533,4.762538677517578,4.8213769692110935,0.142841992567945
X_CheckIn,5.8736796426322115,0.028007385563309097,5.845672257068903,5.9016870281955205,-0.12211945959129523
X_FastTrack,1.7857402829832807,0.006911866304603826,1.778828416678677,1.7926521492878844,-0.11770940081127808
X_Recupero,0.0,0.0,0.0,0.0,0.0
X_TraceDetection,0.7625751929533298,0.006466213926901074,0.7561089790264287,0.7690414068802308,0.19699080070980482
X_Varchi,2.3879433593750807,0.006697446791173585,2.381245912583907,2.3946408061662545,0.062114200378182535
X_XRay,4.337680412116191,0.015691424440566162,4.321988987675624,4.353371836556757,0.14365595122471436
