Metric,Mean,Width,Min,Max,Autocorr
S_CheckIn,104.73460726527101,0.11441696175066404,104.62019030352035,104.84902422702167,0.012480901362065916
S_Recupero,125.30723546964046,0.107545564132364,125.1996899055081,125.41478103377283,-0.01962702853761783
S_TraceDetection,61.456345521707625,0.16454429054307354,61.29180123116455,61.6208898122507,-0.10732650949090203
S_Varchi,13.534943179293146,0.009303072516138652,13.525640106777008,13.544246251809284,0.211138138482063
S_XRay,49.75458065183933,0.054795670572480276,49.69978498126685,49.809376322411815,-0.15169717466697705
SystemResponseTime_Success,241.57365840462828,0.2680139293183317,241.30564447530995,241.8416723339466,-0.11723745324980493
Tq_CheckIn,0.06897091532935651,0.010417786382416114,0.0585531289469404,0.07938870171177262,0.010541420188641843
Tq_Recupero,0.0,0.0,0.0,0.0,0.0
Tq_TraceDetection,20.667789906595594,0.6278891225508434,20.03990078404475,21.295679029146438,-0.13664338267452247
Tq_Varchi,1.4434208953908376,0.012371718904187779,1.4310491764866498,1.4557926142950255,0.11991569782298164
Tq_XRay,2.7274312588420644,0.06428696792692112,2.6631442909151435,2.7917182267689853,-0.08057433819719881
Ts_CheckIn,104.80357818060038,0.1145692038523986,104.68900897674799,104.91814738445278,0.02893501625536106
Ts_Recupero,125.30723546964046,0.107545564132364,125.1996899055081,125.41478103377283,-0.01962702853761783
Ts_TraceDetection,82.12413542830322,0.652280402467517,81.47185502583571,82.77641583077073,-0.18058106462256768
Ts_Varchi,14.978364074683983,0.01666625881975873,14.961697815864223,14.995030333503742,0.11041817770866112
Ts_XRay,52.482011910681415,0.08652985174212927,52.39548205893929,52.56854176242354,-0.03414436062361204
