Metric,Mean,Width,Min,Max,Autocorr
Nq_CheckIn,0.5234701619041884,0.01979251547566903,0.5036776464285193,0.5432626773798575,0.017368752716068088
Nq_FastTrack,0.26167385536095117,0.007118583497844817,0.25455527186310634,0.268792438858796,-0.059243566665110346
Nq_Recupero,0.0,0.0,0.0,0.0,0.0
Nq_TraceDetection,0.06791787421290646,0.002128150349353869,0.06578972386355258,0.07004602456226033,-0.17359177911376994
Nq_Varchi,0.22529110526482782,0.004214306794841866,0.22107679846998596,0.22950541205966968,-0.07990069809341058
Nq_XRay,0.4503322072230116,0.01318499962521214,0.43714720759779946,0.46351720684822373,0.14781840748212802
Ns_CheckIn,6.396845092874618,0.03563150570337596,6.3612135871712425,6.432476598577994,-0.07833141237672926
Ns_FastTrack,2.046449840706443,0.011704376989939962,2.034745463716503,2.058154217696383,-0.06007300820815849
Ns_Recupero,15.18430665794499,0.032069956034521445,15.15223670191047,15.216376613979511,-0.04354348952706044
Ns_TraceDetection,0.8304827404924383,0.0070577455207903724,0.8234249949716479,0.8375404860132287,-0.0849790574660751
Ns_Varchi,2.6129728138660178,0.008358702238731704,2.604614111627286,2.6213315161047497,-0.02240073132081145
Ns_XRay,4.790608451082754,0.023114880129386253,4.767493570953368,4.81372333121214,0.11052667065430863
X_CheckIn,5.8733749309704315,0.020399583426113574,5.852975347544318,5.893774514396545,-0.1474733215766478
X_FastTrack,1.7847759853454914,0.005739925709615973,1.7790360596358754,1.7905159110551074,-0.06964361085311715
X_Recupero,0.0,0.0,0.0,0.0,0.0
X_TraceDetection,0.7625648662795318,0.0058682540941907965,0.756696612185341,0.7684331203737226,-0.0647117737660876
X_Varchi,2.38768170860119,0.00511010921018532,2.3825715993910044,2.3927918178113754,0.010664036853027501
X_XRay,4.340276243859743,0.012246415732666108,4.328029828127077,4.35252265959241,0.07043418959409446
