Metric,Mean,Width,Min,Max,Autocorr
Nq_CheckIn,0.5113797261784677,0.024630267213371852,0.48674945896509586,0.5360099933918395,0.07332246948760004
Nq_FastTrack,0.30018816648358726,0.008831101770592317,0.29135706471299494,0.3090192682541796,-0.05072806883870437
Nq_Recupero,0.0,0.0,0.0,0.0,0.0
Nq_TraceDetection,0.06834062051341541,0.0028054462500697727,0.06553517426334564,0.07114606676348519,0.016569953747770205
Nq_Varchi,0.22625070313246348,0.004777085099847598,0.2214736180326159,0.23102778823231107,0.08230501399967095
Nq_XRay,0.41065641013419457,0.015434562802867327,0.39522184733132726,0.4260909729370619,0.09742441009777313
Ns_CheckIn,6.384945189438456,0.04884949953243913,6.336095689906017,6.433794688970895,-0.03951801522281978
Ns_FastTrack,2.1400815517799745,0.014296290234705095,2.1257852615452695,2.1543778420146795,-0.08828810085150526
Ns_Recupero,15.169216738220436,0.04259066631959705,15.126626071900839,15.211807404540034,0.08591018548997525
Ns_TraceDetection,0.8309412735073852,0.008333235175973385,0.8226080383314118,0.8392745086833586,0.1722349544444042
Ns_Varchi,2.6141458042412977,0.010606556097539412,2.6035392481437585,2.624752360338837,0.07416811802015334
Ns_XRay,4.683269765315178,0.028015736990734647,4.655254028324443,4.711285502305913,0.06400344935162675
X_CheckIn,5.873565463259986,0.02798536843974983,5.845580094820236,5.901550831699736,-0.12090874044966472
X_FastTrack,1.8398933852963868,0.007434816390164078,1.8324585689062227,1.8473282016865509,-0.13166672064906432
X_Recupero,0.0,0.0,0.0,0.0,0.0
X_TraceDetection,0.7626006529939698,0.0064663810696615745,0.7561342719243083,0.7690670340636314,0.19578466113143989
X_Varchi,2.3878951011088354,0.006706475414934798,2.3811886256939006,2.3946015765237703,0.06348799190625495
X_XRay,4.272613355180983,0.01529207258277117,4.257321282598212,4.2879054277637545,0.0723984738375798
