Metric,NumBatch,Value
Ts_Varchi,1,15.25322678945708
Ts_Varchi,2,14.954628841735717
Ts_Varchi,3,15.186038585612806
Ts_Varchi,4,15.066508461952536
Ts_Varchi,5,14.997042366876094
Ts_Varchi,6,14.876510043692704
Ts_Varchi,7,15.08408994589182
Ts_Varchi,8,14.743345990766398
Ts_Varchi,9,15.080793931925992
Ts_Varchi,10,14.724533382484164
Ts_Varchi,11,14.604020026655187
Ts_Varchi,12,14.992392087262367
Ts_Varchi,13,15.174842856413818
Ts_Varchi,14,15.300909407343985
Ts_Varchi,15,14.63143849497121
Ts_Varchi,16,14.929584496063654
Ts_Varchi,17,14.67460661329813
Ts_Varchi,18,14.763353576247486
Ts_Varchi,19,15.22395206492473
Ts_Varchi,20,15.021933491607316
Ts_Varchi,21,15.058604224710198
Ts_Varchi,22,14.94922642231298
Ts_Varchi,23,14.90130701122161
Ts_Varchi,24,15.128182116607356
Ts_Varchi,25,15.051208011552863
Ts_Varchi,26,15.311225583002077
Ts_Varchi,27,14.888037452101761
Ts_Varchi,28,14.803414484191064
Ts_Varchi,29,14.828370367520687
Ts_Varchi,30,15.15294317129538
Ts_Varchi,31,15.0119502581172
Ts_Varchi,32,14.888674379904923
Ts_Varchi,33,15.069345529828247
Ts_Varchi,34,14.89769152913801
Ts_Varchi,35,14.784697572546213
Ts_Varchi,36,14.593971346412717
Ts_Varchi,37,14.948685765174256
Ts_Varchi,38,14.921996799120205
Ts_Varchi,39,14.982396317994075
Ts_Varchi,40,15.229828426917084
Ts_Varchi,41,15.076337809349019
Ts_Varchi,42,14.851788275499388
Ts_Varchi,43,14.870708527185855
Ts_Varchi,44,14.80280805388196
Ts_Varchi,45,14.905590311755292
Ts_Varchi,46,15.055841952898104
Ts_Varchi,47,14.931591863721325
Ts_Varchi,48,15.13057580763653
Ts_Varchi,49,15.099576642839626
Ts_Varchi,50,15.041039598511674
Ts_Varchi,51,15.444658842720028
Ts_Varchi,52,15.058878142506108
Ts_Varchi,53,14.910726065129253
Ts_Varchi,54,14.882869173363995
Ts_Varchi,55,14.604726855781498
Ts_Varchi,56,14.675821478629196
Ts_Varchi,57,14.966747988254927
Ts_Varchi,58,15.12467121971799
Ts_Varchi,59,15.237199517603235
Ts_Varchi,60,14.862026911673428
Ts_Varchi,61,15.01019531762555
Ts_Varchi,62,15.026432727376447
Ts_Varchi,63,15.042205952398945
Ts_Varchi,64,14.77589031398098
Ts_Varchi,65,15.169462415963169
Ts_Varchi,66,14.717146540811303
Ts_Varchi,67,14.985860545826748
Ts_Varchi,68,15.012834237073763
Ts_Varchi,69,15.135279395454779
Ts_Varchi,70,14.9936042149894
Ts_Varchi,71,15.241835063262585
Ts_Varchi,72,14.889984274556628
Ts_Varchi,73,14.960684211077643
Ts_Varchi,74,14.741185678916992
Ts_Varchi,75,14.990732038059893
Ts_Varchi,76,14.938791846005135
Ts_Varchi,77,14.956240726760976
Ts_Varchi,78,15.021639667518214
Ts_Varchi,79,15.043173102556116
Ts_Varchi,80,15.108667081223663
Ts_Varchi,81,15.171605511561587
Ts_Varchi,82,14.946488533882398
Ts_Varchi,83,15.03369131548507
Ts_Varchi,84,15.337888091881933
Ts_Varchi,85,14.93980093740953
Ts_Varchi,86,15.126291591007504
Ts_Varchi,87,15.06844395670212
Ts_Varchi,88,14.831256489469498
Ts_Varchi,89,14.884633926118301
Ts_Varchi,90,15.270609822951007
Ts_Varchi,91,15.02397501922786
Ts_Varchi,92,15.11707227639164
Ts_Varchi,93,15.080786077107122
Ts_Varchi,94,14.901978599680675
Ts_Varchi,95,15.227461496583635
Ts_Varchi,96,15.124815517297893
Tq_Varchi,1,1.714265221246677
Tq_Varchi,2,1.3197979574135523
Tq_Varchi,3,1.645085768904553
Tq_Varchi,4,1.5185213600987482
Tq_Varchi,5,1.4764134950514642
Tq_Varchi,6,1.3984297083109765
Tq_Varchi,7,1.5403103747365912
Tq_Varchi,8,1.3544425445917079
Tq_Varchi,9,1.422502839240609
Tq_Varchi,10,1.277757057096487
Tq_Varchi,11,1.1953573894182261
Tq_Varchi,12,1.4524148805475474
Tq_Varchi,13,1.5323091436124832
Tq_Varchi,14,1.678680088026216
Tq_Varchi,15,1.1788194567876307
Tq_Varchi,16,1.406270177125697
Tq_Varchi,17,1.3026467479765522
Tq_Varchi,18,1.3125877041547045
Tq_Varchi,19,1.5595762014270467
Tq_Varchi,20,1.4367878121017794
Tq_Varchi,21,1.4141729822711635
Tq_Varchi,22,1.2596773636643883
Tq_Varchi,23,1.389209570725357
Tq_Varchi,24,1.5462902433099872
Tq_Varchi,25,1.5454856112028497
Tq_Varchi,26,1.6531756343105308
Tq_Varchi,27,1.3090366666875828
Tq_Varchi,28,1.5051955348718264
Tq_Varchi,29,1.3130051971982217
Tq_Varchi,30,1.5481129792535282
Tq_Varchi,31,1.551872950910776
Tq_Varchi,32,1.3200075900776829
Tq_Varchi,33,1.5717683600525898
Tq_Varchi,34,1.3787393020917618
Tq_Varchi,35,1.3677086067611264
Tq_Varchi,36,1.1921330100015812
Tq_Varchi,37,1.4233622513679205
Tq_Varchi,38,1.3707206426336436
Tq_Varchi,39,1.3692242641434431
Tq_Varchi,40,1.6075133830707036
Tq_Varchi,41,1.5521531373763637
Tq_Varchi,42,1.305256377737344
Tq_Varchi,43,1.3983763991912215
Tq_Varchi,44,1.3088454863847734
Tq_Varchi,45,1.3653589489207931
Tq_Varchi,46,1.503010435426862
Tq_Varchi,47,1.4101705959309048
Tq_Varchi,48,1.5115129128909084
Tq_Varchi,49,1.4273712266792054
Tq_Varchi,50,1.5587953850991685
Tq_Varchi,51,1.7297852298497318
Tq_Varchi,52,1.6709188117116265
Tq_Varchi,53,1.3731984246983533
Tq_Varchi,54,1.3710231232914978
Tq_Varchi,55,1.2218788457567658
Tq_Varchi,56,1.2060933790878703
Tq_Varchi,57,1.5722603779253808
Tq_Varchi,58,1.5007932701981324
Tq_Varchi,59,1.5703324539390755
Tq_Varchi,60,1.4495209757919871
Tq_Varchi,61,1.5686769917874632
Tq_Varchi,62,1.4437971127766145
Tq_Varchi,63,1.5060901197468712
Tq_Varchi,64,1.2850407082043707
Tq_Varchi,65,1.5252779658778175
Tq_Varchi,66,1.2489092545064286
Tq_Varchi,67,1.4719578575207382
Tq_Varchi,68,1.571803120931576
Tq_Varchi,69,1.6832045353737992
Tq_Varchi,70,1.4938112422787257
Tq_Varchi,71,1.5166266570109408
Tq_Varchi,72,1.4132557882014989
Tq_Varchi,73,1.2560306810543234
Tq_Varchi,74,1.192304103128021
Tq_Varchi,75,1.4321678025381905
Tq_Varchi,76,1.3747388595296932
Tq_Varchi,77,1.455116050185515
Tq_Varchi,78,1.4822285052226938
Tq_Varchi,79,1.5586669743320005
Tq_Varchi,80,1.4297814815023882
Tq_Varchi,81,1.6164569961221282
Tq_Varchi,82,1.3825079211115803
Tq_Varchi,83,1.4879041436215765
Tq_Varchi,84,1.6542934349365015
Tq_Varchi,85,1.4696329886866673
Tq_Varchi,86,1.5217755420458874
Tq_Varchi,87,1.5145290311632884
Tq_Varchi,88,1.283791851240052
Tq_Varchi,89,1.4101889291045222
Tq_Varchi,90,1.6137377031903155
Tq_Varchi,91,1.4982743690094342
Tq_Varchi,92,1.5186373547146372
Tq_Varchi,93,1.5336898879189027
Tq_Varchi,94,1.4461302155061047
Tq_Varchi,95,1.659538237712278
Tq_Varchi,96,1.5391861960164
Ns_XRay,1,3.295866674214452
Ns_XRay,2,3.2556750909116183
Ns_XRay,3,3.345157181645234
Ns_XRay,4,3.2956138910415076
Ns_XRay,5,3.3648868971413877
Ns_XRay,6,3.2764125913199416
Ns_XRay,7,3.209113700675043
Ns_XRay,8,3.0997064355525215
Ns_XRay,9,3.2804035571971712
Ns_XRay,10,3.500780271234571
Ns_XRay,11,3.1382708978017146
Ns_XRay,12,3.35212902920386
Ns_XRay,13,3.2069986984709065
Ns_XRay,14,3.531695403729394
Ns_XRay,15,3.2947861296105705
Ns_XRay,16,3.394572798030854
Ns_XRay,17,3.426774728109954
Ns_XRay,18,3.3087593954250276
Ns_XRay,19,3.2213283042044165
Ns_XRay,20,3.3047797973413426
Ns_XRay,21,3.333197366025911
Ns_XRay,22,3.2495663802962063
Ns_XRay,23,3.431887718015842
Ns_XRay,24,3.2081167720328803
Ns_XRay,25,3.369721250906867
Ns_XRay,26,3.4705499098308947
Ns_XRay,27,3.3363199510415003
Ns_XRay,28,3.2463063483711356
Ns_XRay,29,3.1296080515002114
Ns_XRay,30,3.470163147338733
Ns_XRay,31,3.5767259954923465
Ns_XRay,32,3.509344907008517
Ns_XRay,33,3.3348987030456128
Ns_XRay,34,3.2956684681993975
Ns_XRay,35,3.4178881251290383
Ns_XRay,36,3.260017257655595
Ns_XRay,37,3.4710137150717255
Ns_XRay,38,3.537878726945115
Ns_XRay,39,3.2455598769845655
Ns_XRay,40,3.3423329275716336
Ns_XRay,41,3.4492035463609185
Ns_XRay,42,3.4278957042072333
Ns_XRay,43,3.6349152297209613
Ns_XRay,44,3.361731474438829
Ns_XRay,45,3.14929749975781
Ns_XRay,46,3.495949352379005
Ns_XRay,47,3.405355326798627
Ns_XRay,48,3.4754996438271637
Ns_XRay,49,3.494147407745567
Ns_XRay,50,3.450553526451349
Ns_XRay,51,3.597505753121923
Ns_XRay,52,3.668526051626676
Ns_XRay,53,3.263745062259348
Ns_XRay,54,3.433628066071596
Ns_XRay,55,3.3184000233244735
Ns_XRay,56,3.4103336142974965
Ns_XRay,57,3.1889337028176485
Ns_XRay,58,3.471028634837956
Ns_XRay,59,3.338695307713599
