Metric,Mean,Width,Min,Max,Autocorr
Nq_CheckIn,0.0017074529577824368,2.8247501272498726E-4,0.0014249779450574496,0.0019899279705074243,0.08370779366215414
Nq_Recupero,0.0,0.0,0.0,0.0,0.0
Nq_TraceDetection,0.1325390664957586,0.0029481388487519397,0.12959092764700667,0.13548720534451056,-0.0298047159225773
Nq_Varchi,0.09271286647529497,0.0019971124654885584,0.09071575400980642,0.09470997894078353,0.11299725250168509
Nq_XRay,0.17950382170877724,0.01025890579908846,0.16924491590968876,0.1897627275078657,0.00787122660418562
Ns_CheckIn,2.5874974412876965,0.015455974915439282,2.5720414663722573,2.602953416203136,-0.05535678400069875
Ns_Recupero,7.993126639016985,0.05293480079415491,7.94019183822283,8.04606143981114,0.09266524573721345
Ns_TraceDetection,0.5253178142635738,0.005031706379144921,0.5202861078844289,0.5303495206427188,0.005369059505316683
Ns_Varchi,0.955946703170552,0.007052535102581854,0.9488941680679701,0.9629992382731338,0.08882322532410623
Ns_XRay,3.3556689271720384,0.02917349378205404,3.3264954333899843,3.3848424209540924,0.034486337651409356
S_CheckIn,104.76661779120508,0.1429294590544448,104.62368833215064,104.90954725025952,0.05847965077172349
S_Recupero,125.35331600381393,0.21208006945767907,125.14123593435625,125.56539607327161,0.04956532685902501
S_TraceDetection,61.49109674333105,0.10613685852217478,61.38495988480887,61.597233601853226,-0.013422694068930855
S_Varchi,13.538013853258127,0.01746990169194348,13.520543951566184,13.55548375495007,-0.06045816700473553
S_XRay,49.811114216548454,0.11076670249450782,49.700347514053945,49.92188091904296,-0.1093541138300527
Tq_CheckIn,0.06899714218776799,0.01147817913258843,0.05751896305517956,0.08047532132035642,0.09032195903647988
Tq_Recupero,0.0,0.0,0.0,0.0,0.0
Tq_TraceDetection,20.725891346552483,0.39208758333233457,20.33380376322015,21.117978929884817,-0.045248244667533445
Tq_Varchi,1.4523521300434774,0.026344405133599025,1.4260077249098784,1.4786965351770764,0.12295828810334634
Tq_XRay,2.802665224469436,0.14757664112342714,2.655088583346009,2.9502418655928633,0.004837961191660511
Ts_CheckIn,104.83561051355026,0.14322298979091494,104.69238752375935,104.97883350334118,0.07082870495859163
Ts_Recupero,125.35331600381393,0.21208006945767907,125.14123593435625,125.56539607327161,0.04956532685902501
Ts_TraceDetection,82.21697407944802,0.41247622893158936,81.80449785051643,82.62945030837962,-0.009989421377946705
Ts_Varchi,14.99029518518445,0.03517717137440729,14.955118013810043,15.025472356558858,0.12421498021850062
Ts_XRay,52.61380999497849,0.20638718421459454,52.4074228107639,52.82019717919308,-0.0690082730504774
X_CheckIn,2.585789988329914,0.015410912617092213,2.5703790757128218,2.6012009009470063,-0.053262059496998186
X_Recupero,7.993126639016985,0.05293480079415491,7.94019183822283,8.04606143981114,0.09266524573721345
X_TraceDetection,0.39277874776781513,0.002659767890159614,0.39011897987765554,0.3954385156579747,0.02974296244035806
X_Varchi,0.8632338366952571,0.005555213403733246,0.8576786232915239,0.8687890500989903,0.07900011898946262
X_XRay,3.176165105463261,0.021298184551965003,3.154866920911296,3.197463290015226,0.045263630414143524
