Metric,Mean,Width,Min,Max,Autocorr
S_CheckIn,119.59307349498822,0.11169445668704717,119.48137903830117,119.70476795167527,0.15202705921862406
S_FastTrack,51.017908102462734,0.07293526633552232,50.944972836127214,51.090843368798254,-0.07997114896975521
S_Recupero,119.88450669404182,0.05599116734238439,119.82851552669943,119.9404978613842,-0.16228653104790752
S_TraceDetection,59.83535838747051,0.11010268784372296,59.725255699626786,59.94546107531423,-0.0654157738441136
S_Varchi,18.8152848002655,0.01454425316537874,18.80074054710012,18.829829053430878,-0.05666745275198128
S_XRay,51.04702951441455,0.02773413195953701,51.01929538245501,51.07476364637408,-0.03523692605759991
SystemResponseTime_Success,394.1907209368951,20.39167520217887,373.79904573471623,414.582396139074,0.0064639799050644365
Tq_CheckIn,10.648981405844717,0.3836273335775269,10.26535407226719,11.032608739422244,0.034691668771324256
Tq_FastTrack,48.866899041034884,1.7586441076322314,47.108254933402655,50.62554314866711,-0.1347992094610517
Tq_Recupero,0.0,0.0,0.0,0.0,0.0
Tq_TraceDetection,94.8735661859147,4.813463260423936,90.06010292549077,99.68702944633863,-0.06573248198528929
Tq_Varchi,1.7748112826864646,0.03137406123962702,1.7434372214468377,1.8061853439260915,-0.08359519499231914
Tq_XRay,146.39170709914472,22.390985706954325,124.0007213921904,168.78269280609905,-0.0021964523400688353
Ts_CheckIn,130.24205490083295,0.410509352459798,129.83154554837316,130.65256425329275,0.10956896211052491
Ts_FastTrack,99.88480714349762,1.759098615059775,98.12570852843785,101.6439057585574,-0.136049888291009
Ts_Recupero,119.88450669404182,0.05599116734238439,119.82851552669943,119.9404978613842,-0.16228653104790752
Ts_TraceDetection,154.7089245733852,4.838767158543562,149.87015741484163,159.54769173192875,-0.06449340842395095
Ts_Varchi,20.590096082951963,0.03794680904844065,20.55214927390352,20.628042892000405,-0.06184150381014582
Ts_XRay,197.43873661355926,22.397468066025127,175.04126854753412,219.8362046795844,-0.001992391547307808
